项目编码,项目名称,专业,分包类型,产值
U_ORG_XM_RHALYEQ,杭州仁和阿里云计算数据中心二期,机电,指定,0
U_ORG_XM_RHYY,北京市仁和医院二期,机电,指定,0
U_ORG_XM_RJZX,北京如家北纬路店装修,机电,指定,0
U_ORG_XM_SCGAFY,四川广安富盈洋房及商业,机电,指定,0
U_ORG_XM_SCGAJDGZ,四川广安富盈酒店机电改造,机电,指定,0
U_ORG_XM_SCGCCYY,四川国际创新设计产业园A地块,机电,指定,0
U_ORG_XM_SCTKXNYY,四川泰康西南医院,机电,指定,0
U_ORG_XM_SDBZZYY,山东滨州中医医院新院,机电,指定,0
U_ORG_XM_SDJCGZ,北京首都机场2号航站楼改造,机电,指定,0
U_ORG_XM_SDRCGEJD,山东荣成歌尔电子4#厂房、2#动力中心机电,机电,指定,4503518.86
U_ORG_XM_SDYKDKYL,北京首都医科大学临床科研楼改造,机电,指定,0
U_ORG_XM_SHGBSH,上海古北SOHO机电工程,机电,指定,0
U_ORG_XM_SHGH,上海国浩长风城二期东地块综合体,机电,指定,0
U_ORG_XM_SHGKBDT,上海格科半导体,机电,指定,0
U_ORG_XM_SHPDAZF1101,上海浦东新区安置房11-01地块,机电,指定,7916907.46
U_ORG_XM_SHPDEQ,上海浦东新区安置房二期,机电,指定,0
U_ORG_XM_SHTKSYGZ,上海泰康申园一期改造,机电,指定,0
U_ORG_XM_SHTXGKJCF,上海腾讯改扩建厂房,机电,指定,0
U_ORG_XM_SHTY,上海天岳碳化硅半导体材料,机电,指定,0
U_ORG_XM_SHWDNZJD,上海万科南站商务城三期机电,机电,指定,5563242.66
U_ORG_XM_SHWKXMJD,上海万科莘闵综合机电,机电,指定,397918.53
U_ORG_XM_SHXYDJD,上海商汤科技新一代人工智能计算和赋能平台机电,机电,指定,12847767.01
U_ORG_XM_SJZXJD,北京数据港1号数据中心机电,机电,指定,11699691.94
U_ORG_XM_SKWKZX,北京首开万科中心,机电,指定,0
U_ORG_XM_SMDLGZ,北京生命科学实验室改造,机电,指定,0
U_ORG_XM_SMKYDL,北京生命科学科研大楼,机电,指定,0
U_ORG_XM_SRHXLIVEXJYQ,上饶华熙Live·信江一期,机电,指定,0
U_ORG_XM_SXDTZDYQ,山西大同正大一期,机电,指定,0
U_ORG_XM_SXQQJD,绍兴钱清B地块商业机电,机电,指定,0
U_ORG_XM_SXWNZDYQ,陕西渭南澄城正大一期,机电,指定,0
U_ORG_XM_SYFDSJC,沈阳方大·世纪城 01-C 医养项目三标段,机电,指定,0
U_ORG_XM_SYHTWWLJD,三亚海棠湾国际购物中心物流基地,机电,指定,0
U_ORG_XM_SYHXD,三亚海棠湾河心岛,机电,指定,0
U_ORG_XM_SYJLDK,沈阳市沈河区金廊22-1地块,机电,指定,4626856.29
U_ORG_XM_SYJLSY,沈阳嘉里A2地块商业,机电,指定,0
U_ORG_XM_SYJLZX,沈阳嘉里中心T1及T4楼,机电,指定,0
U_ORG_XM_SYJLZXBDK,沈阳嘉里中心B地块3a1、3a2期,机电,指定,0
U_ORG_XM_SYJLZXJD,沈阳嘉里中心居住商业（C地块）机电工程,机电,指定,0
U_ORG_XM_SYJLZXJDJJT,沈阳嘉里中心居住商业（C地块）机电工程（局集团）,机电,指定,0
U_ORG_XM_SYJLZXT,沈阳嘉里中心A2地块T2办公楼总承包工程,机电,指定,0
U_ORG_XM_SYJYJD,三亚海棠湾君悦酒店,机电,指定,0
U_ORG_XM_SYLCQYCSQ,沈阳绿城全运村四期,机电,指定,0
U_ORG_XM_SYSKRY,沈阳首开如院,机电,指定,1716933.93
U_ORG_XM_SYSNYG,沈阳苏宁电子商务运营中心(一期),机电,指定,0
U_ORG_XM_SYTK,沈阳泰康之家沈园,机电,指定,0
U_ORG_XM_SYXCD13JQ,北京顺义新城第13街区居住区,机电,指定,0
U_ORG_XM_SYXSWSQ,沈阳华润橡树湾4期,机电,指定,0
U_ORG_XM_SYZHHPZM,沈阳中海和平之门5.1期,机电,指定,0
U_ORG_XM_SYZHSYEQ,沈阳中海商业二期,机电,指定,0
U_ORG_XM_SYZJCLY,沈阳中集车辆园,机电,指定,0
U_ORG_XM_SZDSDS,深圳达实大厦改扩建,机电,指定,0
U_ORG_XM_SZDXXLXQ,深圳大学西丽校区,机电,指定,8927321.45
U_ORG_XM_SZGJYSBLJYZB,深圳至正大厦,机电,指定,0
U_ORG_XM_SZGMQJRJ,深圳光明区金融街,机电,指定,0
U_ORG_XM_SZHXDZQZ,深圳华星光电第11代大宗气体站,机电,指定,0
U_ORG_XM_SZJCBZZ,深圳机场调蓄池泵闸站,机电,指定,0
U_ORG_XM_SZJCKFQ,深圳机场开发区西区,机电,指定,0
U_ORG_XM_SZJLSWZX,深圳嘉里商务中心,机电,指定,114523853.2
U_ORG_XM_SZJLSWZXYQ,深圳嘉里商务中心（一期）,机电,指定,0
U_ORG_XM_SZJSDX,深圳技术大学建设项目（一期）,机电,指定,0
U_ORG_XM_SZLDBDT,深圳礼鼎高端集成电路载板及先进封装基地,机电,指定,0
U_ORG_XM_SZLHTJWQJD,苏州龙湖天街五期机电总包,机电,指定,2824.78
U_ORG_XM_SZLXCXY,深圳联想创新科技园综合机电,机电,指定,77708427.17
U_ORG_XM_SZNSZD,深圳南山中国电子科技园,机电,指定,0
U_ORG_XM_SZPACXDS,深圳平安财险大厦,机电,指定,0
U_ORG_XM_SZPAGJJRZX,深圳平安国际金融中心,机电,指定,0
U_ORG_XM_SZPDSDDSJD,深圳鹏鼎时代大厦机电,机电,指定,4440905.11
U_ORG_XM_SZQHJLSQ,深圳嘉里商务中心(三期),机电,指定,2538532.13
U_ORG_XM_SZQHSDYXZ,深圳前海十单元3小镇,机电,指定,0
U_ORG_XM_SZQWXXSNZX,深圳前湾信息枢纽中心,机电,指定,0
U_ORG_XM_SZRYJD,深圳柔宇国际柔性显示产业园机电,机电,指定,372018.59
U_ORG_XM_SZSCSWDS,深圳首创商务大厦,机电,指定,0
U_ORG_XM_SZSCZX,深圳市创新创业无障碍服务中心,机电,指定,0
U_ORG_XM_SZSMYF,深圳水木一方大厦,机电,指定,0
U_ORG_XM_SZSSGL,深圳石厦村综合管廊,机电,指定,0
U_ORG_XM_SZTK,苏州泰康之家31703地块,机电,指定,0
U_ORG_XM_SZWXGY,苏州文星公寓扩建项目（二标段）,机电,指定,0
U_ORG_XM_SZXGDX,深圳香港中文大学二期II标,机电,指定,3366412.61
U_ORG_XM_SZXL,深圳西丽高尔夫球俱乐部员工宿舍,机电,指定,0
U_ORG_XM_SZXMGJZB,深圳小米国际总部,机电,指定,0
U_ORG_XM_SZYBXQ,深圳职业技术学院北校区,机电,指定,2080443.78
U_ORG_XM_SZYCC,深圳悦彩城,机电,指定,0
U_ORG_XM_SZYCGSHLZ,苏州虞城(姑苏)±800千伏换流站土建C包,机电,指定,0
U_ORG_XM_SZYHDSJD,深圳宇宏大厦机电,机电,指定,4284633.03
U_ORG_XM_SZYLXDXQ,深圳职业技术学院留仙洞校区,机电,指定,2918468.49
U_ORG_XM_SZYXSGYCJ,深圳职业技术学院学生公寓拆建,机电,指定,0
U_ORG_XM_TH008,北京台湖公园里008地块,机电,指定,0
U_ORG_XM_TJBNW,天津宁宇家园二期,机电,指定,0
U_ORG_XM_TJDTQHX,天津地铁7号线一期工程PPP项目土建10标段,机电,指定,0
U_ORG_XM_TJDYC,天津大悦城B地块办公楼,机电,指定,0
U_ORG_XM_TJJHS,天津金海墅,机电,指定,0
U_ORG_XM_TJJLZX,天津嘉里中心,机电,指定,0
U_ORG_XM_TJJRJ,天津金融街（和平）中心,机电,指定,0
U_ORG_XM_TJJRJBHRY,天津金融街滨海融御,机电,指定,0
U_ORG_XM_TJJRJDLH,天津金融街东丽湖一期及展示区,机电,指定,4439735.43
U_ORG_XM_TJJT,天津津塔项目经理部,机电,指定,0
U_ORG_XM_TJJTDS,天津金唐大厦,机电,指定,0
U_ORG_XM_TJLWL,天津中粮大道一期E地块(祥云名苑),机电,指定,0
U_ORG_XM_TJNKXX,天津海河教育园区南开学校,机电,指定,0
U_ORG_XM_TJQYC,天津全运村,机电,指定,0
U_ORG_XM_TJQYCDJXM,天津全运村代建东区小学幼儿园邻里中心,机电,指定,0
U_ORG_XM_TJSCZBZ,天津首创中北镇,机电,指定,0
U_ORG_XM_TJSYQ,天津天碱商业区14#地,机电,指定,0
U_ORG_XM_TJTHC,天津天河城购物中心,机电,指定,19606137.13
U_ORG_XM_TJTYDQ,天津通用电气医疗系统生产基地,机电,指定,0
U_ORG_XM_TJTYHHYQ,天津天阅海河一期,机电,指定,0
U_ORG_XM_TJWQDK,天津武清080地块,机电,指定,0
U_ORG_XM_TJYGJDY,天津阳光晶典苑,机电,指定,0
U_ORG_XM_TJYJPJRQ,天津于家堡金融区3-16地块,机电,指定,0
U_ORG_XM_TJYYDS,天津远洋大厦二期工程,机电,指定,0
U_ORG_XM_TJZBZJGQ,天津中北镇居住区G区,机电,指定,1002388.46
U_ORG_XM_TJZLDDDDKJZ,天津中粮大道一期D地块精装,机电,指定,0
U_ORG_XM_TJZX,天津中芯P3厂房,机电,指定,0
U_ORG_XM_TKSJYLSQ,上海泰康松江养老社区08地块,机电,指定,0
U_ORG_XM_TRDERMYYJD,铜仁第二人民医院机电,机电,指定,0
U_ORG_XM_TSXSW,唐山橡树湾,机电,指定,0
U_ORG_XM_TTTGHHY,天津天通泰观湖花园,机电,指定,0
U_ORG_XM_TTTKJY,北京天通泰中以文化数码科技园,机电,指定,0
U_ORG_XM_TXBHDAJDJT,深圳腾讯滨海大厦项目机电专业分包（局集团）,机电,指定,0
U_ORG_XM_TXBHDXJD,深圳腾讯滨海大厦项目机电专业分包,机电,指定,0
U_ORG_XM_TZHXQ,北京通州核心区运河项目Ⅱ-05地块,机电,指定,2518483.31
U_ORG_XM_TZWKZX,北京天竺万科中心,机电,指定,0
U_ORG_XM_WFBSQCFJD,潍坊歌尔电子保税区9#厂房机电,机电,指定,0
U_ORG_XM_WFYLJMSQ,潍坊怡力精密四期1#2#厂房机电,机电,指定,0
U_ORG_XM_WHHXGD,武汉华星光电t3,机电,指定,44996902.65
U_ORG_XM_WHHXGDT4,武汉华星光电t4,机电,指定,0
U_ORG_XM_WHHXGDTJDAB,武汉华星光电t4机电A包,机电,指定,0
U_ORG_XM_WHJDF,武汉高世代薄膜晶体管液晶显示器件(TFT-LCD)生产线,机电,指定,5119768.12
U_ORG_XM_WHSZSSZB,芜湖三只松鼠研发运营中心,机电,指定,0
U_ORG_XM_WHTKCY,武汉泰康之家·楚园,机电,指定,0
U_ORG_XM_WHWKCYTD,北京五和万科长阳天地,机电,指定,0
U_ORG_XM_WHXX,武汉新芯OS4F装修,机电,指定,0
U_ORG_XM_WHZHTF,武汉中国特种飞行器研发中心,机电,指定,0
U_ORG_XM_WJBGLEQ,望京办公楼二期,机电,指定,-984654.33
U_ORG_XM_WJSHZX,北京望京SOHO中心,机电,指定,0
U_ORG_XM_WKCYWYCZZX,北京祥筑万科长阳文娱创作中心,机电,指定,0
U_ORG_XM_WKFCYT,北京万科翡翠云图,机电,指定,0
U_ORG_XM_WKSBSYDZX,五棵松冰上运动中心,机电,指定,1935597.74
U_ORG_XM_WKSLQGY,北京五棵松篮球公园施工,机电,指定,0
U_ORG_XM_WKSZHL,北京五棵松文化体育中心配套综合楼,机电,指定,0
U_ORG_XM_WLCBALYJS,乌兰察布阿里云计算数据中心,机电,指定,0
U_ORG_XM_WLCBKS,乌兰察布快手智能云数据中心,机电,指定,0
U_ORG_XM_WLCBYJSJD,乌兰察布阿里云计算数据中心机电设备安装工程,机电,指定,6038233.95
U_ORG_XM_WRKTDSF,深圳微软科通大厦[发展],机电,指定,0
U_ORG_XM_WRKTDX,深圳微软科通大厦,机电,指定,0
U_ORG_XM_WTDSXD,天津万通大厦（信达二期）,机电,指定,0
U_ORG_XM_WXGLJRDS,无锡国联金融大厦,机电,指定,0
U_ORG_XM_WXHFZNZSCDKZZ,无锡华发中南装饰城地块住宅,机电,指定,20927730.85
U_ORG_XM_WXHK,无锡鸿坤理想湾,机电,指定,0
U_ORG_XM_WXHL2Z,无锡恒隆广场办公楼2座,机电,指定,26047326.57
U_ORG_XM_WXHLGC,无锡恒隆广场综合发展,机电,指定,0
U_ORG_XM_WXHLGCBGL,无锡恒隆广场办公楼2座保护工程,机电,指定,0
U_ORG_XM_WXJRG,无锡河埒金融商务港,机电,指定,0
U_ORG_XM_WXOPN,无锡欧谱纳轻型燃气机制造,机电,指定,0
U_ORG_XM_WXSHCZBEDK,无锡市综合交通枢纽项目,机电,指定,0
U_ORG_XM_WXSKHLSKJ,无锡SK海力士厂房扩建,机电,指定,0
U_ORG_XM_WXSSMZX,无锡市市民中心项目工程指挥部,机电,指定,0
U_ORG_XM_WXXZBDT,无锡芯卓半导体产业化建设,机电,指定,0
U_ORG_XM_WXZGCRJYEQ,无锡中关村软件园太湖分园二期,机电,指定,0
U_ORG_XM_WXZGCZZ,无锡中关村软件园住宅,机电,指定,0
U_ORG_XM_XALXHJD,西安利星行酒店,机电,指定,7880827.93
U_ORG_XM_XARCWSZZ,容城县农村生活污水综合整治项目（EPC）一标,机电,指定,0
U_ORG_XM_XASXBDTRQUT,西安三星半导体二期UT栋,机电,指定,32085784.97
U_ORG_XM_XASXCF,西安三星半导体FAB厂房,机电,指定,0
U_ORG_XM_XAXQRDPQ,河北建投雄安·金湖未来城项目一第二标段,机电,指定,29206133.75
U_ORG_XM_XAYLAZF,西安阎良三四七区安置房,机电,指定,0
U_ORG_XM_XAYSWCYJD,西安奕斯伟硅产业基地,机电,指定,0
U_ORG_XM_XAZSSGX,雄安高铁站片区外部输水管线,机电,指定,0
U_ORG_XM_XCQ9HZCB,北京西城区金融大街9号商业办公扩建（总承包）,机电,指定,0
U_ORG_XM_XDWLEQ,北京西大望路二期,机电,指定,1745206.32
U_ORG_XM_XGLSYJR,北京霞光里5号、6号商业金融,机电,指定,12652971.41
U_ORG_XM_XJCAZF,北京新机场安置房,机电,指定,0
U_ORG_XM_XJCXXZX,北京新机场信息中心,机电,指定,0
U_ORG_XM_XJK1H,北京新街口1号工程,机电,指定,9384365.35
U_ORG_XM_XMTBSCX,厦门天马显示科技有限公司第6代柔性AMOLED生产线,机电,指定,0
U_ORG_XM_XZMGZ,北京西直门南小街115号综合维修改造,机电,指定,0
U_ORG_XM_XZWKFCZGJD,徐州万科翡翠之光机电,机电,指定,0
U_ORG_XM_XZWKTSLJD,徐州万科铜山路项目A地块商业机电,机电,指定,0
U_ORG_XM_XZYLH,徐州云龙湖悦府三期,机电,指定,0
U_ORG_XM_YCXJTJ,运城新建铜基新材料基地,机电,指定,0
U_ORG_XM_YDDSGZ,北京盈都大厦D座室内外装修改造,机电,指定,216861.5
U_ORG_XM_YFKYL,永丰Ⅱ-11地块科研办公楼,机电,指定,0
U_ORG_XM_YJSGZ,北京电信亦庄云计算改造,机电,指定,23433.92
U_ORG_XM_YTABND,烟台爱博诺德医用材料生产,机电,指定,7013618.26
U_ORG_XM_YTBDT,烟台智路联测半导体,机电,指定,0
U_ORG_XM_YXHE2DK,北京怀柔区雁栖湖柏崖厂村E2地块,机电,指定,61891.25
U_ORG_XM_YYZXGZSQ,北京国家游泳中心改造三期,机电,指定,0
U_ORG_XM_YZYJSZX,北京亦庄云计算中心,机电,指定,0
U_ORG_XM_Z13SYJR,北京CBD核心区Z13地块商业金融,机电,指定,26508.84
U_ORG_XM_ZBALBBFDJD,张北阿里巴巴数据中心F栋机电,机电,指定,0
U_ORG_XM_ZBALBBSJZXJD,张北阿里巴巴数据中心机电,机电,指定,570641.71
U_ORG_XM_ZBALBBSJZXJDXET,张北阿里巴巴数据中心机电小二台,机电,指定,0
U_ORG_XM_ZBSJZX,张北数据中心2A3总承包工程,机电,指定,1295228.95
U_ORG_XM_ZGRNJCYGZ,北京最高人民检察院西区改造,机电,指定,0
U_ORG_XM_ZGZKT,北京Z15中国尊高区空调,机电,指定,0
U_ORG_XM_ZHCSXW,珠海醋酸纤维有限公司搬迁扩建,机电,指定,0
U_ORG_XM_ZHGCSQ,中海广场项目三期K地块,机电,指定,0
U_ORG_XM_ZHHFGC,珠海华发广场,机电,指定,0
U_ORG_XM_ZHJFBG,北京总后京丰宾馆老客房楼改造,机电,指定,0
U_ORG_XM_ZHZLSZ,珠海臻林山庄,机电,指定,3175649.89
U_ORG_XM_ZHZWKCZX,珠海正威科创中心,机电,指定,0
U_ORG_XM_ZJHFXCHY,湛江华发新城花园,机电,指定,0
U_ORG_XM_ZJKQSMZ,张家口下花园浅山名筑住宅小区,机电,指定,0
U_ORG_XM_ZJKTXHL,张家口腾讯怀来瑞北云数据中心,机电,指定,0
U_ORG_XM_ZLDDDDK,天津中粮大道一期D地块,机电,指定,0
U_ORG_XM_ZLKJY,中粮科技园标准厂房,机电,指定,6098453.87
U_ORG_XM_ZLKJYEQ,北京中粮科技园标准厂房二期,机电,指定,11420467.18
U_ORG_XM_ZQTXYJS,重庆腾讯云计算中心,机电,指定,0
U_ORG_XM_ZSJMDK,北京招商嘉铭10地块商业办公,机电,指定,0
U_ORG_XM_ZSYH,中山宇宏健康花城二期四段,机电,指定,0
U_ORG_XM_ZZCNSQ,郑州智能骨干网航空港区三期,机电,指定,0
U_ORG_XM_ZZHK,郑州海康威视科技园,机电,指定,0
U_ORG_XM_ZZJYJD,郑州市建业拾捌壹期机电,机电,指定,0
U_ORG_XM_ZZJYZX,郑州建业中心,机电,指定,0
U_ORG_XM_ZZQLY,涿州阿里云计算数据中心,机电,指定,0
U_ORG_XM_ZZWKGC,北京住总·万科广场,机电,指定,0
U_ORG_XM_AHWHYJSYY,安徽芜湖皖南医学院弋矶山医院,机电,自施,32288344.65
U_ORG_XM_AHZWCF,安徽忠旺厂房,机电,自施,-31943.75
U_ORG_XM_AJXXZSDCBDXMP4BD,埃及新行政首都CBD项目P4标段,机电,自施,252417195.1
U_ORG_XM_ASJGS,鞍山市公安局监管场所新建,机电,自施,7488611.21
U_ORG_XM_BDFZJXL,北京大学新建附属中学北校区综合教学楼,机电,自施,539040.35
U_ORG_XM_BDKYL,北京大学教学科研楼,机电,自施,5486150.04
U_ORG_XM_BDTSGGZ,北京大学图书馆改造,机电,自施,712292.02
U_ORG_XM_BJAN4D,北京奥南4#地,机电,自施,0
U_ORG_XM_BJAZKYL,北京A座科研楼,机电,自施,0
U_ORG_XM_BJCBDSYJR,北京市CBD核心区Z2b地块商业金融,机电,自施,34476097.1
U_ORG_XM_BJDCBGLGKJ,北京东城办公楼改扩建,机电,自施,31532205.97
U_ORG_XM_BJDXHXYEQDL,北京大学化学学院E区大楼,机电,自施,6303604.97
U_ORG_XM_BJFSHFZYGY,北京房山华发中央公园,机电,自施,8583382.29
U_ORG_XM_BJFSLHXYTJ,北京房山龙湖熙悦天街,机电,自施,4620621.5
U_ORG_XM_BJFZDSZX,北京凤展大厦装修工程,机电,自施,0
U_ORG_XM_BJFZKYLJD,北京纺织科研楼实验楼机电,机电,自施,5580866.29
U_ORG_XM_BJGAZXGZ,北京港澳中心改造,机电,自施,54626485.73
U_ORG_XM_BJGJKJCBZX,北京国家科技传播中心,机电,自施,14007147.27
U_ORG_XM_BJGLYSQ03_31,北京高丽营三期03-31地块,机电,自施,1447396.75
U_ORG_XM_BJGMGYGZ,北京国贸公寓改造,机电,自施,13047467.63
U_ORG_XM_BJHLDS,北京华力国际大厦,机电,自施,0
U_ORG_XM_BJHPC,北京和平村,机电,自施,17253380.89
U_ORG_XM_BJHQDJQJT,北京环球度假区（集团）,机电,自施,0
U_ORG_XM_BJHQGYDJQ,北京环球度假区,机电,自施,1879091.09
U_ORG_XM_BJHQNYZX,北京环球能源中心,机电,自施,3275603.57
U_ORG_XM_BJHQZTGY,北京环球主题公园,机电,自施,26755417.57
U_ORG_XM_BJHRZGCCZZ,北京怀柔张各长村住宅,机电,自施,6133367.08
U_ORG_XM_BJHSMZXGZ,北京火神庙商业中心改造,机电,自施,6307659.78
U_ORG_XM_BJJCBDT,北京精测半导体设备及准分子激光器,机电,自施,485436.9
U_ORG_XM_BJJGMBGLGJ,北京建国门办公楼改建工程,机电,自施,2573698.05
U_ORG_XM_BJKTDX,北京凯特大厦,机电,自施,0
U_ORG_XM_BJLZJRSWQ,北京丽泽金融商务区E-13、E-14地块,机电,自施,0
U_ORG_XM_BJLZJRSWQJ,北京丽泽金融商务区E区13、14地块项目[局集团],机电,自施,192263.29
U_ORG_XM_BJNHHS,北京新机场南航航空食品设施,机电,自施,2636132.35
U_ORG_XM_BJODBSMZX,北京欧德宝商贸中心,机电,自施,1438389.25
U_ORG_XM_BJPAE05DK,北京平安金融中心E05地块,机电,自施,4028369.38
U_ORG_XM_BJQMCQGZ,北京前门B2B3地块重启后改造工程,机电,自施,4736771.5
U_ORG_XM_BJSKWKJD,北京首开万科天地机电,机电,自施,4748313.63
U_ORG_XM_BJSMYJSKJ,北京生命科学研究所扩建,机电,自施,3284868.3
U_ORG_XM_BJSYHSYGYCQF,北京顺义后沙峪共有产权房,机电,自施,33177557.8
U_ORG_XM_BJSYMTZ,北京顺义马头庄,机电,自施,3718104.19
U_ORG_XM_BJTGLGZ,北京太古里改造,机电,自施,3166967.81
U_ORG_XM_BJTKSQ,北京泰康之家燕园三期,机电,自施,3593665.72
U_ORG_XM_BJTLDYQ,北京天利德一期厂房,机电,自施,0
U_ORG_XM_BJTZWG,北京通州网络安全技术研发厂房,机电,自施,7511288.56
U_ORG_XM_BJWJBGLSQ,北京望京办公楼三期,机电,自施,5887723.23
U_ORG_XM_BJWKFCGYJD,北京万科翡翠公园机电,机电,自施,-358861.61
U_ORG_XM_BJWKQXS,北京万科七橡墅,机电,自施,708887.95
U_ORG_XM_BJWKWX,北京万科望溪,机电,自施,9585768.2
U_ORG_XM_BJWKZYC,北京祥筑万科长阳中央城,机电,自施,0
U_ORG_XM_BJWLCXX,北京未来城学校,机电,自施,0
U_ORG_XM_BJWLCXXZB,北京未来城学校总承包,机电,自施,50404322.49
U_ORG_XM_BJXHBX,北京新华保险大厦改造,机电,自施,0
U_ORG_XM_BJXHFTFKT,北京西华府商办楼通风空调工程,机电,自施,2861152.09
U_ORG_XM_BJXJCGL,北京新机场道路及综合管廊,机电,自施,582910.47
U_ORG_XM_BJXSJDAZF,北京香山军队安置房,机电,自施,4786957.62
U_ORG_XM_BJXXCXY,中国电信北京信息科技创新园工程,机电,自施,0
U_ORG_XM_BJXXCXYEQ,中国电信北京信息科技创新园科研数据中心,机电,自施,1484723.83
U_ORG_XM_BJXYDHLWJD,北京新一代互联网云计算产创基地机电,机电,自施,38152912.16
U_ORG_XM_BJYABGZX,北京永安宾馆装修,机电,自施,1233072.64
U_ORG_XM_BJYCCF,北京盈创2#厂房等5项,机电,自施,0
U_ORG_XM_BJYDHHHLJZL,北京永定河混合垃圾治理,机电,自施,0
U_ORG_XM_BJYYYH,北京远洋瀛海,机电,自施,19473607.79
U_ORG_XM_BJZ12TKJD,北京Z12泰康大厦机电工程,机电,自施,35717219.57
U_ORG_XM_BJZCCF,北京中钞厂房,机电,自施,28094763.86
U_ORG_XM_BJZGYD,北京中国移动博瑞琪大厦装修改造,机电,自施,51737163.31
U_ORG_XM_BJZSJD,北京招商嘉铭酒店,机电,自施,0
U_ORG_XM_BJZSJM,北京嘉铭珑原07-01办公商业,机电,自施,0
U_ORG_XM_BJZXZS,北京中芯北方BO2剩余楼层装修,机电,自施,15564381.78
U_ORG_XM_BJZYLHC,北京张仪-莲花池π入岳各庄220千伏线路,机电,自施,0
U_ORG_XM_BQDLZCJD,北汽动力总成基地项目（一期）二标段,机电,自施,0
U_ORG_XM_BQSTLGZF,北京顺义新城第4街区保障性住房,机电,自施,14033970.92
U_ORG_XM_BZDERMYY,山东滨州第二人民医院西院区,机电,自施,1863309.52
U_ORG_XM_BZGZSYXX,巴中光正实验学校,机电,自施,0
U_ORG_XM_BZSYLXQ,霸州市云庐小区住宅,机电,自施,8518730.9
U_ORG_XM_CDCHQSPZZ,成都成华区跳蹬河南路9号新建商品住宅项目一期,机电,自施,41287932.05
U_ORG_XM_CDCHQSPZZSQ,成都成华区跳蹬河南路9号新建商品住宅项目三期,机电,自施,0
U_ORG_XM_CDDJBX,成都大家保险金融广场机电,机电,自施,37028302.79
U_ORG_XM_CDDTAZF,成都青白江区大同集中安置房(二期),机电,自施,0
U_ORG_XM_CDDYHQJBZ,成都大运会安居保障EPC,机电,自施,0
U_ORG_XM_CDGJTLGZLZX,成都国际铁路港展览中心,机电,自施,573488.69
U_ORG_XM_CDHJSSJ,成都黄甲尚善居C区,机电,自施,4798346.24
U_ORG_XM_CDJDF6DX,成都京东方第6代生产线,机电,自施,0
U_ORG_XM_CDJDFCK,成都京东方第6代柔性AMOLED触控一体化显示器件,机电,自施,6995635.03
U_ORG_XM_CDJDFCKFZ,成都京东方第6代柔性AMOLED触控一体化显示器件（发展）,机电,自施,0
U_ORG_XM_CDJDFGYZX,成都京东方AMOLED工艺技术测试中心,机电,自施,0
U_ORG_XM_CDJDFJD,成都京东方第6代生产线机电A标段,机电,自施,21813350.57
U_ORG_XM_CDJNRCGY,成都金牛人才公寓,机电,自施,57772037.47
U_ORG_XM_CDJTWFPPP,成都金堂县五凤镇新型城镇化PPP项目,机电,自施,699484.65
U_ORG_XM_CDJTWFPPPJT,成都金堂县五凤镇新型城镇化PPP（集团）,机电,自施,0
U_ORG_XM_CDJXJC,成都锦绣江城EPC,机电,自施,65786280.56
U_ORG_XM_CDLTGC,成都乐天广场,机电,自施,437104.4
U_ORG_XM_CDPJSQZHT,成都蒲江鹤山街道办社区综合体,机电,自施,9960776.3
U_ORG_XM_CDQBJPPPFJ,成都青白江区PPP·房建,机电,自施,13971955.49
U_ORG_XM_CDQBJPPPSZ,成都青白江区PPP·市政,机电,自施,0
U_ORG_XM_CDQBJPPPSZFZ,成都青白江区PPP·市政（发展）,机电,自施,0
U_ORG_XM_CDQXYG,成都千行云谷,机电,自施,0
U_ORG_XM_CDSJZAZF,成都青白江区大同集中安置房,机电,自施,0
U_ORG_XM_CDSLZHKF,成都双流TOD综合开发,机电,自施,0
U_ORG_XM_CDTDJD,成都泰达时代中心机电,机电,自施,44967.77
U_ORG_XM_CDTFC,成都江宇天府城,机电,自施,0
U_ORG_XM_CDTHTFLZX,成都泰和泰国际法律服务中心,机电,自施,0
U_ORG_XM_CDWJQBLT,成都温江区BLT,机电,自施,771396.32
U_ORG_XM_CDWJQBLTFZ,成都温江区BLT（发展）,机电,自施,1669098.7
U_ORG_XM_CDWJRX,成都温江区蓉西新城新居B区,机电,自施,0
U_ORG_XM_CDXDAZF,成都新都区成青苑及桂荷馨苑小区,机电,自施,64336287.73
U_ORG_XM_CDXJYBF,成都新津御宾府,机电,自施,9234561.14
U_ORG_XM_CDXXLJEQ,成都香榭林居二期,机电,自施,12452025.8
U_ORG_XM_CDYSDC,成都528艺术东村产业展示,机电,自施,2947294.58
U_ORG_XM_CDYSW,成都奕斯伟板级封装系统集成电路,机电,自施,0
U_ORG_XM_CDZG,成都紫光存储器制造基地,机电,自施,1224281.31
U_ORG_XM_CDZGSF,成都中国商飞民机示范产业园二期,机电,自施,23511391.39
U_ORG_XM_CDZHYHSY,成都中海·御湖世家,机电,自施,-172506.21
U_ORG_XM_CDZLLYJY,成都中粮·珑悦锦云,机电,自施,6678477.37
U_ORG_XM_CDZYFSYY,成都中医大附属第二医院,机电,自施,1782072.94
U_ORG_XM_CDZYFSYYFZ,成都中医大附属第二医院(发展),机电,自施,0
U_ORG_XM_CHOFG,巢湖欧菲光光学光电产业基地建设,机电,自施,7558014.32
U_ORG_XM_CPXQGZ,北京大学昌平新校区宿舍楼装修改造,机电,自施,59792895.67
